"","","","Bullets","","","","","","","","","","","","","","","Technical Specifications","","","","","","","","","","","","","","","","","","","","","","","","",""
"OFMDE001","3M™ Privacy Filter for 19.5"" Widescreen Monitor  (16:10)","3M™ Privacy Filter for 19.5"" Widescreen Monitor  (16:10)","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance ","","","","","","Yes","No","16:10","Black","3M™","","","Monitors","19.5 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","419 mm x 263 mm","16 1/2"" x 10 3/8""","Limited 1-year warranty","00051128006078","1235439","http://multimedia.3m.com/mws/media/1235439O/ofmde001-genericframedmonitor-34871911821.png","","",""
"PFTAP007","3M™ Privacy Filter for Apple® iPad Pro® Landscape","3M™ Privacy Filter for Apple® iPad Pro® Landscape","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean ","Adds an extra layer of protection from everyday scratches and dust","Custom fit for some of today’s slimmest tablets","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","","","","Yes","No","4:3","Black","3M™","Apple®","iPad Pro®","Tablets","12.9 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips","","Yes","302 mm x 217 mm","11 15/16"" x 8 9/16""","Limited 1-year warranty","00051128006559","1146010","http://multimedia.3m.com/mws/media/1146010O/pftap007-ipad-pro-34871810353-ft-rgb-150-png.png","","",""
"PFNMS001","3M™ Privacy Filter for Microsoft® Surface® Book","3M™ Privacy Filter for Microsoft® Surface® Book","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for some of today’s slimmest touchscreen devices","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","","","","Yes","No","3:2","Black","3M™","Microsoft®","Surface® Book","Laptops","13.5 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips","Standard","Yes","308 mm x 216 mm","12 1/8"" x 8 1/2""","Limited 1-year warranty","00051128006566","1150712","http://multimedia.3m.com/mws/media/1150712O/pfnms001-surface-book-34871810379-ft-rgb-150-png.png","","",""
"AFTAP002","3M™ Anti-Glare Screen Protector for Apple® iPad mini™ 1/2/3/4","3M™ Anti-Glare Screen Protector for Apple® iPad mini™ 1/2/3/4","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","High quality, touch-responsive matte surface feels smooth to the touch","Residue-free adhesive-backed filter attaches easily and removes cleanly","100% hand inspected for quality assurance               
","","","","","","","","Yes","No","4:3","Clear","3M™","Apple®","iPad mini™ 1/2/3/4 ","Tablets","7.9 inches","Yes","Screen Protector","","No","Yes","Adhesive Backed","","Yes","196 mm x 130 mm ","7 3/4"" x 5 1/8""","Limited 1-year warranty","00051128006580","1174436","http://multimedia.3m.com/mws/media/1174436O/ipadmini-1-2-3-4-34871828991-ft.png","","",""
"PFNHP001","3M™ Privacy Filter for HP® EliteBook 840 G1 / G2","3M™ Privacy Filter for HP® EliteBook 840 G1 / G2","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for some of today’s slimmest touchscreen devices","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","","","","Yes","No","16:9","Black","3M™","HP®","EliteBook 840 G1 / G2","Laptops","14 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips","Widescreen","Yes","328 mm x 215 mm","12 15/16"" x 8 7/16""","Limited 1-year warranty","00051128006627","1049322","http://multimedia.3m.com/mws/media/1049322O/progressive-notebook-privacy-filters.tif","","",""
"GH140W9B","3M™ Gold Privacy Filter for 14"" Widescreen Laptop with High Resolution Display (1920x1080)","3M™ Gold Privacy Filter for 14"" Widescreen Laptop with High Resolution Display (1920x1080)","Outside the 60-degree viewing angle, the filter projects a vibrant gold shield","On average, 25% more clarity than standard 3M™ Black Privacy Filters

","Gold, glossy finish for incredible clarity","Provides a beautiful high-contrast, high-resolution quality you expect","Proprietary gold effect provides premium privacy with a glossy finish","Reversible between vibrant gold and a glossy black screen","Reduces 35% of blue light transmission from the display","Easy to attach, remove and clean ","Adds an extra layer of protection from everyday scratches and dust","Perfectly suited for most of today’s laptop devices and screen types","100% hand inspected for quality assurance ","","","","","No","No","16:9","Gold","3M™","","","Laptops","14 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","310 mm x 175 mm","12 3/16"" x 6 7/8""","Limited 1-year warranty","00051128006702","1199233","http://multimedia.3m.com/mws/media/1199233O/gh140w9b-goldprivacyfilter-34871863865-ft-rgb-150.png","","",""
"AG236W9B","3M™ Anti-Glare Filter for 23.6"" Widescreen Monitor","3M™ Anti-Glare Filter for 23.6"" Widescreen Monitor","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Enjoy a clear screen in brightly lit indoor areas, even near windows","Compatible with most touchscreen displays","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips or easily removable slide mount tabs","100% hand inspected for quality assurance ","","","","","","","Yes","No","16:9","Clear","3M™","","","Monitors","23.6 inches","Yes","Frameless","","No","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","Yes","522 mm x 294 mm","20 9/16"" x 11 9/16""","Limited 1-year warranty","00051128006719","1198308","http://multimedia.3m.com/mws/media/1198308O/ag236w9b-3mtm-anti-glare-filter-34871862545.png","","",""
"AG238W9B","3M™ Anti-Glare Filter for 23.8"" Widescreen Monitor","3M™ Anti-Glare Filter for 23.8"" Widescreen Monitor","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Enjoy a clear screen in brightly lit indoor areas, even near windows","Compatible with most touchscreen displays","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips or easily removable slide mount tabs","100% hand inspected for quality assurance ","","","","","","","Yes","No","16:9","Clear","3M™","","","Monitors","23.8 inches","Yes","Frameless","","No","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","Yes","528 mm x 297 mm","20 3/4"" x 11 11/16""","Limited 1-year warranty","00051128006726","1198312","http://multimedia.3m.com/mws/media/1198312O/ag238w9b-3mtm-anti-glare-filter-34871862560.png","","",""
"AG270W9B","3M™ Anti-Glare Filter for 27"" Widescreen Monitor","3M™ Anti-Glare Filter for 27"" Widescreen Monitor","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Enjoy a clear screen in brightly lit indoor areas, even near windows","Compatible with most touchscreen displays","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips or easily removable slide mount tabs","100% hand inspected for quality assurance ","","","","","","","Yes","No","16:9","Clear","3M™","","","Monitors","27 inches","Yes","Frameless","","No","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","Yes","598 mm x 337 mm","23 9/16"" x 13 1/4""","Limited 1-year warranty","00051128006733","1198316","http://multimedia.3m.com/mws/media/1198316O/ag270w9b-3mtm-anti-glare-filter-34871868401.png","","",""
"PF270W9F","3M™ Framed Privacy Filter for 27"" Widescreen Monitor","3M™ Framed Privacy Filter for 27"" Widescreen Monitor","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Offers the best level of clarity in 3M Privacy Filters for monitors","On average, 25% more clarity than standard 3M™ Black Privacy Filters","Easy to remove for collaboration, sharing or to clean as needed","Great for high-resolution monitors","Provides the highest contrast of 3M™ Privacy Filters for monitors, creates an excellent viewing experience with whiter whites and blacker blacks","Helps reduce reflections so you see your screen with a beautiful high-contrast, high-resolution quality you expect","Gives screens a layer of added protection from dust and scratches","Reduces 35% of blue light transmission from the display","Attaches with Command® Strips or hanger arms for framed mounting","100% hand inspected for quality assurance","","","","","No","Yes","16:9","Black","3M™","","","Monitors","27 inches","Yes","Framed","Landscape","Yes","Yes","Hanger Arms and Command® Strips","Widescreen","No","614 mm x 353 mm","24 3/16"" x 13 7/8""","Limited 1-year warranty","00051128006764","1216028","http://multimedia.3m.com/mws/media/1216028O/pf270w9f-genericframedmonitor-34871870878-ft-rgb-150.png","","",""
