"X_REC_SPEC","PlantMaterialKey","SalesOrganization","DistributionChannel","Material","LanguageCode","LanguageCodeDesc","SkuType","DistributionChainMaterialStatus","ItemCategoryGroup","ValidDays","NewProductFlag","EndUserRequired","ReturnDirectToVendor","ReturnLimitations","ManufacturerPartNumber","MfrMaterialKey","Manufacturer","ManufacturerDesc","MaterialType","Weight","WeightUnit","DealerPrice","RetailPrice","Cat1Desc","Cat2Desc","Subcategory","CategoryCode","SubCategoryCode","NewCategoryCode","NewSubCategoryCode","Cat3Desc","Plant","Height","Width","Length","AbcIndicator","NoReturnsFlag","OversizeFlag","MediumDesc","LongDesc1","UpcEan","MasterVendor","MasterVendorName","PromoFlag","PromoExpireDate","PromoFreePartNumber","PromoMinimumQuantity","PromoFreeQuantity","PromoPrice","PromoEffectiveDate","PromoType","EcomFreePartNumber","EcomFreeQuantity","EcomMinimumQuantity","EcomSpecPrice","EcomEffDate","EcomExpireDate","EcomPromoType","WebVisibleFlag","ClassCode","CpuCd","CurrencyCode","HeavyWeightFlag","ShipCartonFlag","PartType","DealerFlag","BackOrderSwitch","NoReturnFlag","IsESDProduct","RefurbishedFlag","PalletQuantity","DirectShipOrderable","VendorInfoRequired","RestrictedFlag","WarrantyProduct","WeightDetails","SubMaterial","SubRule","QuantityBreakFlag","StatusCD","InvisibleFlag","Webswitch","DeleteFlag","RecordDate","UpdatedDate","HasModified","WebVisibleFlagMode","DeleteFlagMode","FiscalClass","EndlessAisleFlag","OriginalMaterial","VEN_END_USER_FLAG","DiscountIndicator","ResellerFlag","VMF_AUTH_REQ","Duplicate"
"US01@@9500@@10@@CA1335","US01@@CA1335","9500","10","CA1335","","","","","","","","N","","","DEP9648A","U227@@DEP9648A@@","U227","3M - WORKSPACE SOLUTIONS","","56","EA","372.5","838.4","33","60","3360","0","99","57","98","","US01","","","","B","","","DRY ERASE BOARD PORCELAIN","DRY ERASE BOARD PORCELAIN ALUMINUM FRAME 96INX48IN","51135815892","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","PERP","","US01@@56@@EA","","","","","","Y","1","11/12/2017 10:34","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@CA1333","US01@@CA1333","9500","10","CA1333","","","","","","","","N","","","DEP6036A","U227@@DEP6036A@@","U227","3M - WORKSPACE SOLUTIONS","","25","EA","203.5","440.43","33","60","3360","0","99","57","98","","US01","","","","B","","","DRY ERASE BOARD PORCELAIN","DRY ERASE BOARD PORCELAIN ALUMININUM FRAME 60INX36IN","51135815885","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","PERP","","US01@@25@@EA","","","","","","Y","1","9/6/2017 10:30","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@N37742","US01@@N37742","9500","10","N37742","","","","","","","","N","","","CS100MB","U227@@CS100MB@@","U227","3M - WORKSPACE SOLUTIONS","","2.2","EA","16.25","33.88","99","10","9910","0","99","51","46","","US01","","","","B","","","COMPUTER FLOOR STAND W/WHEELS","COMPUTER FLOOR STAND W/WHEELS BLACK ADJUSTABLE UP TO 50LBS","51131946446","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@2.2@@EA","","","","","","Y","1","9/4/2017 5:41","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@CM2793","US01@@CM2793","9500","10","CM2793","","","","","","","","N","","","AKT180LE","U227@@AKT180LE@@","U227","3M - WORKSPACE SOLUTIONS","","20.2","EA","232.5","486","99","10","9910","0","99","51","46","","US01","","","","B","","","KEYBOARD TRAY ADJUSTABLE ARM","KEYBOARD TRAY ADJUSTABLE ARM SIT/STAND 23IN TRACK ADJ PLATFORM","51131946712","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@20.2@@EA","","","","","","Y","1","11/20/2017 19:02","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@2K4297","US01@@2K4297","9500","10","2K4297","","","","","","","","N","","","MW85B","U227@@MW85B@@","U227","3M - WORKSPACE SOLUTIONS","","1.15","EA","14.5","30.38","99","10","9910","0","99","51","46","","US01","","","","C","","","PRECISE MOUSE PAD WITH GEL","PRECISE MOUSE PAD WITH GEL REST","76308722944","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@1.15@@EA","","","","","","Y","1","7/18/2017 10:28","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@3A0174","US01@@3A0174","9500","10","3A0174","","","","","","","","N","","","AG220W1B","3705@@AG220W1B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.75","EA","41.25","0","99","40","9940","0","99","51","1","","US01","","","","B","","","ANTI-GLARE FILTER FOR 22IN","ANTI-GLARE FILTER FOR 22IN DISPLAYS","51128004784","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@.75@@EA","","","","","","Y","1","11/14/2017 7:28","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@3E8049","US01@@3E8049","9500","10","INF","","","","","","","","N","","","PFNAP002","3705@@PFNAP002@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.37","EA","30.5","0","99","40","9940","0","99","51","1","","US01","","","","B","","","PRIVACY FILTER FOR 13IN APPLE","PRIVACY FILTER FOR 13IN APPLE FOR MACBOOK AIR 13","51128826560","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@.37@@EA","","","","","","Y","1","10/13/2017 19:02","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@ZA3105","US01@@ZA3105","9500","10","ZA3105","","","","","","","","N","","","9021","U227@@9021@@","U227","3M - WORKSPACE SOLUTIONS","","0.8","EA","25.5","0","10","22","1022","0","99","1","99","","US01","","","","S","","","MICROFIBER ELECTRONIC CLEANING","MICROFIBER ELECTRONIC CLEANING CLOTHS 20 CLOTHS PER CASE","51111111697","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","SUPL","","US01@@.8@@EA","","","","","","Y","1","5/22/2017 7:13","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@828391","US01@@828391","9500","10","828391","","","","","","","","N","","","EM500GPL","U227@@EM500GPL@@","U227","3M - WORKSPACE SOLUTIONS","","0.65","EA","57.25","111.28","33","60","3360","0","99","57","98","","US01","","","","B","","","ERGONOMIC MOUSE LARGE WIRED","ERGONOMIC MOUSE LARGE WIRED BLACK 6.5FT CORD","21200418334","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@.65@@EA","","","","","","Y","1","9/4/2017 4:51","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@HA9386","US01@@HA9386","9500","10","HA9386","","","","","","","","N","","","32168","7792@@32168@@","7792","3M TOUCH SCREEN","","0.55","EA","43.25","0","99","40","9940","0","99","1","53","","US01","","","","V","","","POWER SUPPLY FOR M150/M150HB","POWER SUPPLY FOR M150/M150HB AND CT150 TOUCH MONITORS","1.00E+13","7792","3M TOUCH SCREEN","","0","","","","","","","","","","","","","","1","V","","","","","","","","","","","99999","","","PWR","","US01@@.55@@EA","","","","N","","Y","1","1/10/2018 12:45","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@9U1955","US01@@9U1955","9500","10","9U1955","","","","","","","","N","","","PFMDE002","3705@@PFMDE002@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.75","EA","94.5","0","99","40","9940","0","99","51","1","","US01","","","","S","","","PRIVACY FILTER FOR DELL","PRIVACY FILTER FOR DELL OPTIPLEX 3240 ALL-IN-ONE","51128008096","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","ACCS","","US01@@.75@@EA","","","","","","Y","1","11/8/2017 12:15","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@9U1948","US01@@9U1948","9500","10","9U1948","","","","","","","","N","","","HC236W9B","3705@@HC236W9B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.9","EA","96","0","99","40","9940","0","99","51","1","","US01","","","","C","","","HIGH CLARITY PRIVACY FILTER","HIGH CLARITY PRIVACY FILTER 23.6IN WS 16:9 MONITOR","51128008010","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.9@@EA","","","","","","Y","1","1/12/2018 15:15","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@9U7860","US01@@9U7860","9500","10","9U7860","","","","","","","","N","","","GF238W9B","3705@@GF238W9B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.8","EA","112","0","99","40","9940","0","99","51","1","","US01","","","","C","","","GOLD PRIVACY FILTER 23.8IN WS","GOLD PRIVACY FILTER 23.8IN WS 16:9 UNFRAMED FOR LCD","51128008225","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.8@@EA","","","","","","Y","1","1/12/2018 15:15","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@6G1732","US01@@6G1732","9500","10","6G1732","","","","","","","","N","","","EF200C4F","3705@@EF200C4F@@","3705","3M - OPTICAL SYSTEMS DIVISION","","4.85","EA","91","0","99","40","9940","0","99","51","1","","US01","","","","E","","","EXECUTIVE ANTI-GLARE 19-20IN","EXECUTIVE ANTI-GLARE 19-20IN FILTER GLASS FRAMED FITS LCD","51128744789","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","E","","","","","","","","","","","99999","","","ACCS","","US01@@4.85@@EA","","","","","","Y","1","11/7/2017 13:26","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@6G1731","US01@@6G1731","9500","10","6G1731","","","","","","","","N","","","EF180C4F","3705@@EF180C4F@@","3705","3M - OPTICAL SYSTEMS DIVISION","","3.1","EA","76","0","99","40","9940","0","99","51","1","","US01","","","","E","","","EXECUTIVE ANTI-GLARE 17-18IN","EXECUTIVE ANTI-GLARE 17-18IN FILTER GLASS FRAMED FITS LCD","51128742938","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","E","","","","","","","","","","","99999","","","ACCS","","US01@@3.1@@EA","","","","","","Y","1","1/8/2018 6:32","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@2GZ114","US01@@2GZ114","9500","10","2GZ114","","","","","","","","N","","","PFNHP014","3705@@PFNHP014@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0","EA","36.25","0","99","40","9940","0","99","51","1","","US01","","","","N","","","PRIVACY FILTER FOR HP ELITEBOOK","PRIVACY FILTER FOR HP ELITEBOOK X360 1030 G2","51128008379","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","N","","","","","","","","","","","99999","","","ACCS","","US01@@0@@EA","","","","","","Y","1","12/31/2017 15:12","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@8J0733","US01@@8J0733","9500","10","8J0733","","","","","","","","N","","","MPPAP008","3705@@MPPAP008@@I","3705","3M - OPTICAL SYSTEMS DIVISION","I","0.06","EA","11.25","0","99","30","9930","0","99","1","99","","US01","","","","G","","","APPLE ONLY PRIVACY FILTER FOR","APPLE ONLY PRIVACY FILTER FOR IPHONE 7 PLUS","51128007464","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","G","","","","","I","","","","","","99999","","","PROT","","US01@@.06@@EA","","","","","A","Y","1","12/11/2017 15:06","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@UW7616","US01@@UW7616","9500","10","UW7616","","","","","","","","N","","","AG195W9B","3705@@AG195W9B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.6","EA","34.25","74.99","99","40","9940","0","99","51","1","","US01","","","","C","","","19.5IN ANTI-GLARE FILTER","19.5IN ANTI-GLARE FILTER FOR DESKTOP MONITORS","51128829981","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.6@@EA","","","","","","Y","1","12/31/2017 9:49","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@DP7977","US01@@DP7977","9500","10","DP7977","","","","","","","","N","","","PF160W9B","3705@@PF160W9B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.55","EA","37","83.38","99","40","9940","0","99","51","1","","US01","","","","S","","","PRIVACY FILTER 16IN WS 16:9","PRIVACY FILTER 16IN WS 16:9 UNFRAMED FOR LAPTOP AND LCD","51128797754","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","ACCS","","US01@@.55@@EA","","","","","","Y","1","7/1/2017 3:16","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@L39978","US01@@L39978","9500","10","L39978","","","","","","","","N","","","PF201C3B","3705@@PF201C3B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.7","EA","81","162.66","99","40","9940","0","99","51","1","","US01","","","","B","","","PRIVACY FILTER 20.1IN UNFRAMED","PRIVACY FILTER 20.1IN UNFRAMED FOR LAPTOP AND LCD","51128774960","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@.7@@EA","","","","","","Y","1","9/4/2017 5:37","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@Q52833","US01@@Q52833","9500","10","Q52833","","","","","","","","N","","","MW308DS","U227@@MW308DS@@","U227","3M - WORKSPACE SOLUTIONS","","0.56","EA","10.5","22.25","99","10","9910","0","99","51","46","","US01","","","","C","","","MOUSEPAD AND WRIST REST GEL","MOUSEPAD AND WRIST REST GEL CLEAR DAISY DESIGN","51135807088","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.56@@EA","","","","","","Y","1","10/3/2017 1:37","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@Q52831","US01@@Q52831","9500","10","Q52831","","","","","","","","N","","","MW209MB","U227@@MW209MB@@","U227","3M - WORKSPACE SOLUTIONS","","0.32","EA","8.5","16.95","99","10","9910","0","99","51","46","","US01","","","","C","","","MOUSEPAD AND WRIST REST FOAM","MOUSEPAD AND WRIST REST FOAM BLACK  FABRIC","51135807064","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.32@@EA","","","","","","Y","1","7/25/2017 2:49","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@2Z6980","US01@@2Z6980","9500","10","2Z6980","","","","","","","","N","","","PFTAP002","3705@@PFTAP002@@I","3705","3M - OPTICAL SYSTEMS DIVISION","I","0","EA","12","0","99","20","9920","0","99","1","99","","US01","","","","S","","","APPLE ONLY LANDSCAPE PRIVACY","APPLE ONLY LANDSCAPE PRIVACY FILTER FOR IPAD AIR 1/2/2015","51128004821","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","S","","","","","I","","","","","","99999","","","ACCS","","US01@@0@@EA","","","","","A","Y","1","7/18/2016 19:03","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@8B4419","US01@@8B4419","9500","10","8B4419","","","","","","","","N","","","AG190W1B","3705@@AG190W1B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.52","EA","34","70.99","99","40","9940","0","99","51","1","","US01","","","","E","","","INTELLIGENT WAVES ONLY ANTI","INTELLIGENT WAVES ONLY ANTI GLARE FILTER 19IN FOR DISPLAYS","51128829998","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","E","","","","","","","","","","","99999","","","ACCS","","US01@@.52@@EA","","","","","","Y","1","10/3/2017 14:04","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@UX1477","US01@@UX1477","9500","10","UX1477","","","","","","","","N","","","MA265S","U227@@MA265S@@","U227","3M - WORKSPACE SOLUTIONS","","17","EA","286","625.38","99","40","9940","0","99","1","99","","US01","","","","S","","","ADJUSTABLE DUAL MONITOR ARM","ADJUSTABLE DUAL MONITOR ARM SILVER","1.00E+13","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","MNT","","US01@@17@@EA","","","","","","Y","1","9/25/2017 9:40","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@CM2174","US01@@CM2174","9500","10","CM2174","","","","","","","","N","","","LS1000","U227@@LS1000@@","U227","3M - WORKSPACE SOLUTIONS","","13.3","EA","202","436.78","07","35","0735","0","99","9","22","","US01","","","","S","","","HEAT FREE LAMINATION 12IN WIDE","HEAT FREE LAMINATION 12IN WIDE W/1 DL1005 CARTRIDGE","1.00E+13","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","ACCS","","US01@@13.3@@EA","","","","","","Y","1","9/13/2017 19:01","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@TW5085","US01@@TW5085","9500","10","TW5085","","","","","","","","N","","","MW308-CL","U227@@MW308-CL@@","U227","3M - WORKSPACE SOLUTIONS","","0.55","EA","10.5","22.25","99","10","9910","0","99","1","99","","US01","","","","C","","","MOUSE PAD & WRIST REST GEL","MOUSE PAD & WRIST REST GEL CORALPINK","51141370750","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.55@@EA","","","","","","Y","1","5/19/2017 15:21","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@NV8501","US01@@NV8501","9500","10","NV8501","","","","","","","","N","","","C3624MY","U227@@C3624MY@@","U227","3M - WORKSPACE SOLUTIONS","","7.1","EA","39","70.98","07","35","0735","0","99","9","22","","US01","","","","C","","","CORK BULLETIN BOARD 36X24","CORK BULLETIN BOARD 36X24 MAHOGANY FINISH FRAME","1.00E+13","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","FURN","","US01@@7.1@@EA","","","","","","Y","1","10/25/2017 19:01","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@NV8503","US01@@NV8503","9500","10","NV8503","","","","","","","","N","","","M4836LC","U227@@M4836LC@@","U227","3M - WORKSPACE SOLUTIONS","","15.15","EA","81.25","150.35","33","60","3360","0","99","57","98","","US01","","","","C","","","DRY ERASE BOARD MELAMINE 48X36","DRY ERASE BOARD MELAMINE 48X36 LIGHT CHERRY FINISH FRAME","1.00E+13","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","PERP","","US01@@15.15@@EA","","","","","","Y","1","11/30/2017 19:01","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@CA1345","US01@@CA1345","9500","10","CA1345","","","","","","","","N","","","M7248MY","U227@@M7248MY@@","U227","3M - WORKSPACE SOLUTIONS","","25","EA","188.5","351.24","33","60","3360","0","99","57","98","","US01","","","","B","","","DRY ERASE BOARD MELAMINE","DRY ERASE BOARD MELAMINE MAHOGANY FINISH 72INX48IN WIDE","1.00E+13","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","PERP","","US01@@25@@EA","","","","","","Y","1","12/15/2017 19:02","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@RA7310","US01@@RA7310","9500","10","RA7310","","","","","","","","N","","","WR420LE","U227@@WR420LE@@","U227","3M - WORKSPACE SOLUTIONS","","3.15","EA","37","74.2","99","10","9910","0","99","51","46","","US01","","","","C","","","ADJUSTABLE KEYBOARD PLATFORM","ADJUSTABLE KEYBOARD PLATFORM GEL WRIST REST LEATHERETTE","21200506994","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@3.15@@EA","","","","","","Y","1","12/10/2016 11:25","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@Q52836","US01@@Q52836","9500","10","Q52836","","","","","","","","N","","","MW310LE","U227@@MW310LE@@","U227","3M - WORKSPACE SOLUTIONS","","1","EA","13.75","27.55","99","10","9910","0","99","51","46","","US01","","","","C","","","MOUSEPAD AND WRIST REST GEL BLK","MOUSEPAD AND WRIST REST GEL BLK LARGE LEATHERETTE PRECISE MOUSE","51135807101","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@1@@EA","","","","","","Y","1","8/8/2017 19:01","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@XN7054","US01@@XN7054","9500","10","XN7054","","","","","","","","N","","","TL906","U227@@TL906@@","U227","3M - WORKSPACE SOLUTIONS","","4","EA","43","0","07","35","0735","0","99","9","22","","US01","","","","C","","","9IN THERMAL LAMINATOR 2ROLLER","9IN THERMAL LAMINATOR 2ROLLER JAM PREVENTION TECHNOLOGY","51141957500","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@4@@EA","","","","","","Y","1","10/29/2017 8:56","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@PW3721","US01@@PW3721","9500","10","PW3721","","","","","","","","N","","","MA260MB","U227@@MA260MB@@","U227","3M - WORKSPACE SOLUTIONS","","13.7","EA","283","625.38","99","40","9940","0","99","1","53","","US01","","","","B","","","DUAL MONITOR ARM DESK MOUNT BLK","DUAL MONITOR ARM DESK MOUNT BLK DUAL SWIVEL W/TILT UP TO 20LBS","51141951683","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","MNT","","US01@@13.7@@EA","","","","","","Y","1","1/1/2018 1:36","1/18/2018 17:39","0","1","","","","","","0","N","",""
